event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,location,latitude,longitude,fatalities,month_number,month_name,quarter,year_month,day_of_week,week_of_year,is_weekend,conflict_phase,location_type,urban_rural_classification,population_density_level,conflict_intensity_zone,distance_to_border_km,strategic_importance,primary_actor_name,primary_actor_type,primary_actor_affiliation,primary_actor_state_status,secondary_actor_name,secondary_actor_type,secondary_actor_affiliation,secondary_actor_state_status,economic_sector_affected,sector_category,sector_gdp_contribution,sector_employment_size,business_type_damaged,business_size,business_ownership,businesses_affected_count,trade_route_affected,trade_disruption_type,trade_goods_affected,trade_disruption_severity,economic_damage_usd,business_disruption_days,employment_loss_count,agriculture_land_affected_hectares,gdp_impact_local_percentage,affected_age_category,affected_population,children_affected_count,women_affected_count,vulnerable_groups_present,gender_distribution,displacement_type,displacement_duration_category,displacement_destination,displacement_conditions,primary_need_critical,need_urgency,healthcare_access_status,water_access_status,injured_count,displaced_persons,shelters_destroyed_count,humanitarian_aid_required_usd,infrastructure_primary,infrastructure_category,infrastructure_criticality,infrastructure_ownership,damage_severity,damage_type,structural_safety,repair_feasibility,service_disrupted,service_coverage_before,service_backup_exists,population_affected_by_outage,estimated_repair_cost_usd,infrastructure_downtime_days,capacity_loss_percentage,people_without_service_count,org_type_responding,org_mandate_primary,org_capacity_level,org_presence,diplomatic_action_type,diplomatic_level,responding_entity,response_position,media_coverage_type,media_reach_level,media_source_geography,media_framing,aid_orgs_responding_count,foreign_aid_pledged_usd,foreign_aid_delivered_usd,response_time_hours,media_coverage_score,conflict_type_legal,conflict_symmetry,conflict_intensity,international_law_framework,target_classification,weapon_method_primary,civilian_harm_circumstance,law_of_war_concern,combatant_casualties,civilian_casualties
CountryA1158,2022-07-06,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 3999,Actor 570,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region10,City291,35.7233,36.7135,1,7,July,3,22-Jul,Wednesday,27,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,111,Low,Actor 3999,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Services,Tertiary,Major >20%,Medium 1k-10k,Workshop,Micro <5 emp,Family-owned,29,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3318912,229,832,0,1.81,Adults 19-60,2872,988,1421,Multiple,Balanced,Evacuated,Permanent,School Building,Critical/Dire,Shelter,Immediate Life-Threatening,Full Access,Unsafe Water Only,5,2305,30,1032418,Road,Transportation,Medium Priority,Mixed,Destroyed 95-100%,Fire Damage,Fully Collapsed/Demolished,Beyond Repair/Replacement,Transportation,Full 90-100%,Temporary Alternative,5000-20000,4405390,522,100,5289,UN Agency,Food Security,Large Global,Deployed for Event,Resolution Vote,UN General Assembly,EU,Neutral/Balanced,Social Media Viral,Global Widespread,Middle East Media,Sympathetic to Victims,3,881316,521740,15,10,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,Disproportionate Force,Proportionality Question,0,1
CountryA1159,2022-12-02,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3656,Unknown,External/Other forces,Military Group 3561,Unknown,State forces,State forces-External/Other forces,Country A,Region5,City46,36.853,38.0347,0,12,December,4,22-Dec,Friday,48,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,32,Low,Military Group 3656,State Military,Turkish Forces,State Actor,Military Group 3561,State Military,Independent,State Actor,Agriculture,Primary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3709419,231,918,321,1.5,Adults 19-60,2552,1112,1312,Multiple,Balanced,Internally Displaced-IDP,Permanent,Relatives Home,Minimal Services,Medical Care,Moderate <7d,No Access,Safe Water Available,0,106,159,1748492,Commercial,Commercial,Medium Priority,Private Sector,Destroyed 95-100%,Fire Damage,Fully Collapsed/Demolished,Beyond Repair/Replacement,Multiple Services,High 70-90%,Partial Backup,20000-50000,5470806,412,100,33225,Local NGO,Multi-Sector,Small Local,Scaling Up,Statement Only,Bilateral Country,UN,Pro-Country D/Country E,Regional Coverage,Regional,Global Mixed,Factual/Neutral,1,330383,115969,44,5,International Armed Conflict,Symmetric State vs State,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1160,2022-03-30,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 3980,Military Group 2812,Rebel group,Military Group 3561,Military Group 4373,State forces,State forces-Rebel group,Country A,Region2,City205,36.3837,38.8628,1,3,March,1,22-Mar,Wednesday,13,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,1,Low,Actor 3980,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Agriculture,Primary,Medium 5-20%,Large >10k,Workshop,Micro <5 emp,Family-owned,26,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3440853,145,1057,164,1.22,Mixed All Ages,5620,1794,2804,Pregnant,Predominantly Female,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Unsafe,Food,High Priority <72h,Medical Evac Required,No Water Access,8,3382,87,230419,Road,Transportation,Medium Priority,Mixed,Major 75-95%,Structural Collapse,Partially Collapsed,Reconstruction >6mo,Transportation,High 70-90%,Yes Full Backup,5000-20000,3298260,326,82,15936,Local NGO,Protection/Rights,Small Local,Deployed for Event,Investigation Launched,UN General Assembly,EU,Pro-Country D/Country E,Social Media Viral,Global Widespread,Middle East Media,Sympathetic to Victims,1,276079,193300,28,8,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,Disproportionate Force,Proportionality Question,0,1
CountryA1161,2022-07-22,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 2409,Actor 3999,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region11,City72,35.4538,36.0511,2,7,July,3,22-Jul,Friday,29,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,40,Low,Actor 2409,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Public Sector,Tertiary,Medium 5-20%,Large >10k,Workshop,Micro <5 emp,Government,11,Internal Route 1,Border Closure,Food/Agriculture,Moderate,5403733,128,816,0,2.31,Children 0-12,10239,4072,4907,Disabled,Balanced,Internally Displaced-IDP,Long-term >6mo,Tent Camp,Minimal Services,Food,High Priority <72h,Partial Access,No Water Access,19,5923,174,677935,Port,Transportation,Non-Critical,Mixed,Destroyed 95-100%,Equipment Destruction,Fully Collapsed/Demolished,Beyond Repair/Replacement,Transportation,Full 90-100%,Temporary Alternative,>50000,1858422,358,100,138103,UN Agency,WASH,Large Global,Pre-existing,Resolution Vote,UN General Assembly,Arab League,Neutral/Balanced,Social Media Viral,Global Limited,Middle East Media,Sympathetic to Victims,2,963253,364534,43,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,Disproportionate Force,Proportionality Question,1,1
CountryA1162,2022-04-28,2022,Political violence,Violence against civilians,Attack,Actor 4854,Unknown,Political militia,Civilian Group 1594,Unknown,Civilians,Political militia-Civilians,Country A,Region6,City105,33.0711,36.1833,1,4,April,2,22-Apr,Thursday,17,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,127,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Minor <5%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,8,Internal Route 1,Border Closure,Food/Agriculture,Moderate,666204,208,323,0,0.95,Mixed All Ages,9462,3250,4857,Refugees,Balanced,Internally Displaced-IDP,Permanent,UNRWA Shelter,Unsafe,Medical Care,Urgent <24h,No Access,Intermittent,8,2862,151,778238,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Partial 40-70%,Temporary Alternative,<100,0,0,0,0,Intl NGO,Food Security,Large Global,Deployed for Event,Condemnation,Regional Bloc,Individual Nation,Neutral/Balanced,International Mainstream,Global Limited,Social Media,Balanced,2,552974,201132,16,7,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Small Arms/Rifles,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA1163,2022-12-14,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 567,Unknown,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region5,City150,36.2028,36.9104,0,12,December,4,22-Dec,Wednesday,50,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,22,Low,Actor 567,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Trade,Tertiary,Minor <5%,Large >10k,Retail Shop,Large 250+,Government,20,Internal Route 1,Border Closure,Food/Agriculture,Moderate,4088759,210,479,0,1.74,Mixed All Ages,8777,3761,4808,Pregnant,Predominantly Female,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Minimal Services,Shelter,Moderate <7d,No Access,Unsafe Water Only,0,275,139,1277956,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Partial 40-70%,Temporary Alternative,<100,0,0,0,0,UN Agency,Shelter/Housing,Large Global,Pre-existing,Investigation Launched,UN Security Council,Arab League,Ceasefire Call,International Mainstream,Global Widespread,Middle East Media,Factual/Neutral,3,805775,670840,21,10,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1164,2022-04-10,2022,Political violence,Violence against civilians,Attack,Actor 4854,Unknown,Political militia,Civilian Group 1594,Actor 3191,Civilians,Political militia-Civilians,Country A,Region9,City261,34.7403,36.6682,1,4,April,2,22-Apr,Sunday,14,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,16,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,14,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2792617,192,552,0,0.59,Mixed All Ages,1627,667,854,Multiple,Predominantly Male,Internally Displaced-IDP,Medium-term 1-6mo,School Building,Unsafe,Shelter,Urgent <24h,No Access,Unsafe Water Only,4,3431,78,1682453,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Partial Backup,<100,0,0,0,0,Intl NGO,Shelter/Housing,Large Global,Pre-existing,Condemnation,Bilateral Country,UN,Ceasefire Call,Regional Coverage,Regional,Global Mixed,Factual/Neutral,2,878193,747774,42,3,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Small Arms/Rifles,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA1165,2022-03-29,2022,Political violence,Explosions/Remote violence,Grenade,Actor 4854,Unknown,Political militia,Civilian Group 1594,Actor 2093,Civilians,Political militia-Civilians,Country A,Region6,City105,33.0711,36.1833,2,3,March,1,22-Mar,Tuesday,13,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,39,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Minor <5%,Medium 1k-10k,Market,Micro <5 emp,Family-owned,35,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1771753,81,97,0,1.34,Mixed All Ages,4786,1568,2343,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,School Building,Minimal Services,Medical Care,High Priority <72h,No Access,Intermittent,16,5963,43,1356771,Residential,Residential,Non-Critical,Community,Major 75-95%,Equipment Destruction,Partially Collapsed,Reconstruction >6mo,Multiple Services,High 70-90%,No Backup,1000-5000,5127767,168,82,2703,Red Cross/Crescent,Food Security,Large Global,Pre-existing,Statement Only,Regional Bloc,Individual Nation,Condemning Both,Regional Coverage,Regional,Western Media,Sympathetic to Victims,11,412516,190762,41,4,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,2
CountryA1166,2022-08-01,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City125,35.686,36.5424,0,8,August,3,22-Aug,Monday,31,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,144,Medium,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Trade,Tertiary,Minor <5%,Small <1k,Service Center,Medium 50-250,Corporate,26,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1985749,72,239,0,2.0,Youth 13-18,4764,1957,2371,Chronic Illness,Balanced,Internally Displaced-IDP,Permanent,Tent Camp,Adequate,Clean Water,Moderate <7d,Partial Access,Unsafe Water Only,0,4007,36,1638807,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,High 70-90%,No Backup,<100,0,0,0,0,Intl NGO,Shelter/Housing,Small Local,Remote Coordination,Resolution Vote,Bilateral Country,UN,Pro-Country D/Country E,Social Media Viral,Global Limited,Western Media,Geopolitical Analysis,5,819205,680715,16,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1167,2022-08-25,2022,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3460,Unknown,External/Other forces,Armed Group 3855,Unknown,Political militia,Political militia-External/Other forces,Country A,Region8,City423,35.0662,36.3421,0,8,August,3,22-Aug,Thursday,34,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,104,Medium,Military Group 3460,State Military,Independent,State Actor,Armed Group 3855,Militia,Independent,Non-State Armed Group,Trade,Tertiary,Major >20%,Small <1k,Office,Micro <5 emp,Family-owned,20,Internal Route 1,Border Closure,Food/Agriculture,Moderate,645626,123,952,0,0.3,Children 0-12,7868,2473,4238,Pregnant,Balanced,Evacuated,Medium-term 1-6mo,UNRWA Shelter,Unsafe,Food,High Priority <72h,Partial Access,Intermittent,0,1130,72,1331233,Commercial,Commercial,Medium Priority,Private Sector,Major 75-95%,Equipment Destruction,Partially Collapsed,Reconstruction >6mo,Multiple Services,Partial 40-70%,No Backup,1000-5000,15004701,165,75,1423,UN Agency,Protection/Rights,Large Global,Deployed for Event,Condemnation,UN General Assembly,UN,Pro-Country D/Country E,International Mainstream,Global Limited,Social Media,Humanitarian Focus,4,752958,611978,27,7,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Arson,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1168,2022-03-04,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City525,35.6073,36.4645,0,3,March,1,22-Mar,Friday,9,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,22,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Industry,Secondary,Medium 5-20%,Small <1k,Workshop,Large 250+,Corporate,6,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1704647,75,90,0,0.85,Mixed All Ages,8581,3433,3978,Multiple,Balanced,Evacuated,Medium-term 1-6mo,Street/Outdoors,Minimal Services,Multiple Critical,High Priority <72h,No Access,No Water Access,0,3455,129,1623850,Residential,Residential,Non-Critical,Community,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Multiple Services,Full 90-100%,Temporary Alternative,5000-20000,8945284,186,80,12280,Local NGO,WASH,Small Local,Scaling Up,Investigation Launched,UN General Assembly,OIC,Neutral/Balanced,Social Media Viral,Global Limited,Western Media,Humanitarian Focus,1,880553,415861,22,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilian Infrastructure,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1169,2022-07-01,2022,Political violence,Battles,Armed clash,Actor 3980,Military Group 2812,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region2,City205,36.3837,38.8628,1,7,July,3,22-Jul,Friday,26,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,60,Medium,Actor 3980,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Agriculture,Primary,Medium 5-20%,Large >10k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1745261,31,253,222,0.79,Mixed All Ages,4033,1427,2038,Multiple,Predominantly Male,Internally Displaced-IDP,Long-term >6mo,UNRWA Shelter,Minimal Services,Food,Immediate Life-Threatening,No Access,Safe Water Available,7,2826,8,924705,Road,Transportation,Medium Priority,Mixed,Moderate 25-50%,Equipment Destruction,Needs Minor Repair,Medium Repair 1-6mo,Transportation,Full 90-100%,Temporary Alternative,1000-5000,12654362,17,46,2359,Local NGO,Shelter/Housing,Large Global,Pre-existing,Resolution Vote,UN Security Council,Individual Nation,Pro-Country D/Country E,Regional Coverage,Regional,Global Mixed,Geopolitical Analysis,1,119731,83549,42,4,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Small Arms/Rifles,Disproportionate Force,Proportionality Question,0,1
CountryA1170,2022-08-03,2022,Political violence,Battles,Armed clash,Actor 4854,Unknown,Political militia,Actor 4854,Actor 2087,Political militia,Political militia-Political militia,Country A,Region6,City266,32.7507,36.304,1,8,August,3,22-Aug,Wednesday,31,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,68,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Actor 4854,Militia,Independent,Non-State Armed Group,Services,Tertiary,Minor <5%,Medium 1k-10k,Market,Micro <5 emp,Cooperative,15,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1333490,148,404,0,1.32,Elderly 60+,4482,1443,2377,Refugees,Balanced,Evacuated,Medium-term 1-6mo,School Building,Unsafe,Clean Water,Urgent <24h,Full Access,Unsafe Water Only,3,2902,120,1100313,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Partial 40-70%,Temporary Alternative,<100,0,0,0,0,Intl NGO,Food Security,Large Global,Pre-existing,Statement Only,Bilateral Country,OIC,Condemning Both,International Mainstream,Global Widespread,Global Mixed,Balanced,5,420639,167517,14,10,Non-International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Mixed/Disputed,Mixed Civilian-Military Area,Small Arms/Rifles,Disproportionate Force,Proportionality Question,0,1
CountryA1171,2022-04-25,2022,Political violence,Violence against civilians,Attack,Actor 4854,Unknown,Political militia,Civilian Group 1594,Unknown,Civilians,Political militia-Civilians,Country A,Region2,City425,36.0551,38.9458,1,4,April,2,22-Apr,Monday,17,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,84,Medium,Actor 4854,Militia,Independent,Non-State Armed Group,Civilian Group 1594,Civilians,Independent,Civilians,Agriculture,Primary,Medium 5-20%,Large >10k,Farm,Micro <5 emp,Family-owned,16,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3706103,271,437,444,0.46,Adults 19-60,9163,3529,4841,Chronic Illness,Predominantly Male,Internally Displaced-IDP,Short-term <1mo,Street/Outdoors,Adequate,Food,Immediate Life-Threatening,No Access,Unsafe Water Only,6,2939,14,827668,Port,Transportation,Non-Critical,Mixed,Moderate 25-50%,Shelling Damage,Needs Minor Repair,Medium Repair 1-6mo,Transportation,High 70-90%,No Backup,1000-5000,3165181,31,41,2099,Local NGO,Multi-Sector,Medium Regional,Deployed for Event,Condemnation,UN Security Council,EU,Neutral/Balanced,Regional Coverage,Regional,Global Mixed,Geopolitical Analysis,2,695975,528879,47,5,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA1172,2022-03-10,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City214,35.5888,36.4562,0,3,March,1,22-Mar,Thursday,10,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,107,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Agriculture,Primary,Minor <5%,Medium 1k-10k,Retail Shop,Micro <5 emp,Government,24,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2752774,102,350,208,0.37,Adults 19-60,7535,2770,3614,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,School Building,Unsafe,Food,Urgent <24h,Medical Evac Required,Safe Water Available,0,302,53,52401,Commercial,Commercial,Medium Priority,Private Sector,Severe 50-75%,Equipment Destruction,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,Low <40%,No Backup,>50000,4704825,62,62,160984,Local NGO,Shelter/Housing,Small Local,Pre-existing,Investigation Launched,Regional Bloc,UN,Ceasefire Call,International Mainstream,Global Widespread,Middle East Media,Geopolitical Analysis,2,34679,25718,35,8,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1173,2022-10-18,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region5,City74,36.1297,36.8664,0,10,October,4,22-Oct,Tuesday,42,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,147,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Trade,Tertiary,Minor <5%,Small <1k,Service Center,Small 5-50,Family-owned,9,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1615194,10,838,0,1.06,Adults 19-60,2737,882,1312,Multiple,Balanced,Evacuated,Temporary <7d,Street/Outdoors,Overcrowded,Clean Water,High Priority <72h,Full Access,Intermittent,0,4440,25,1810168,Residential,Residential,Non-Critical,Community,Minor <25%,Shelling Damage,Safe/Operational,Quick Repair <1mo,Multiple Services,Full 90-100%,Partial Backup,<100,17638217,5,23,0,UN Agency,Shelter/Housing,Large Global,Deployed for Event,Investigation Launched,Bilateral Country,Individual Nation,Pro-Country D/Country E,International Mainstream,Global Limited,Global Mixed,Factual/Neutral,4,12848,4050,43,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilian Infrastructure,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1174,2022-08-28,2022,Political violence,Violence against civilians,Attack,Actor 4854,Unknown,Political militia,Civilian Group 1594,Unknown,Civilians,Political militia-Civilians,Country A,Region5,City25,36.3697,37.5149,1,8,August,3,22-Aug,Sunday,34,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,131,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,528146,133,630,0,0.9,Mixed All Ages,2426,1078,1137,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,Tent Camp,Overcrowded,Medical Care,Urgent <24h,No Access,No Water Access,9,4374,139,251792,Commercial,Commercial,Medium Priority,Private Sector,Severe 50-75%,Equipment Destruction,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,High 70-90%,Temporary Alternative,5000-20000,11603896,97,61,12459,Local NGO,Emergency Medical,Large Global,Pre-existing,No Action,Bilateral Country,UN,Pro-Country D/Country E,Regional Coverage,Regional,Western Media,Factual/Neutral,0,0,0,0,3,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Small Arms/Rifles,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA1175,2022-09-17,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Actor 3999,Unknown,Rebel group,State forces-Rebel group,Country A,Region10,City280,35.7197,36.5418,0,9,September,3,22-Sep,Saturday,37,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,81,Low,Military Group 3561,State Military,Independent,State Actor,Actor 3999,Unknown,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,21,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1370554,207,596,0,1.24,Elderly 60+,9615,3045,4384,Pregnant,Balanced,Internally Displaced-IDP,Short-term <1mo,Relatives Home,Critical/Dire,Food,Moderate <7d,No Access,Safe Water Available,0,4003,51,475806,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Temporary Alternative,<100,0,0,0,0,Local NGO,Protection/Rights,Small Local,Scaling Up,Resolution Vote,Regional Bloc,Individual Nation,Neutral/Balanced,International Mainstream,Global Widespread,Middle East Media,Factual/Neutral,2,606670,211035,41,9,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1176,2022-03-01,2022,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Group 4373,Unknown,Rebel group,Civilian Group 1594,Unknown,Civilians,Rebel group-Civilians,Country A,Region2,City101,36.634,39.3098,0,3,March,1,22-Mar,Tuesday,9,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,19,Low,Military Group 4373,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Industry,Secondary,Major >20%,Small <1k,Service Center,Small 5-50,Family-owned,16,Internal Route 1,Border Closure,Food/Agriculture,Moderate,772915,150,971,0,1.59,Elderly 60+,570,182,267,Multiple,Balanced,Internally Displaced-IDP,Permanent,Relatives Home,Minimal Services,Food,High Priority <72h,Partial Access,No Water Access,0,2911,31,1267480,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Temporary Alternative,<100,0,0,0,0,Intl NGO,Multi-Sector,Small Local,Deployed for Event,Condemnation,Regional Bloc,UN,Neutral/Balanced,Social Media Viral,Global Limited,Western Media,Humanitarian Focus,5,867971,760195,8,7,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
